,0,1,2,3,4,5,6,7,8,9
326,"April 14, 2016",10/10,Flew Economy,"
Obviously this airline is NOT interested in the people they serve. A sad day….",Yes,width: 80%,width: 80%,width: 80%,width: 100%,width: 100%
327,"April 11, 2016",1/10,Flew Economy,"On April 9th, last day of my trip, I woke up late, credit card broke trying to pry open frozen gas cover like an idiot, nearly wrecked the rental on the highway due to ice and snow, &  I ended up missing the flight b/c I had to drive at least 30 mph on the road to avoid crashing. Agents at the check in were a bit rash on helping anyone. More like robots. Didn’t care I was crying and just having a horrible morning. Got put on standby with 2 connecting flights. Flight 2023 from Chicago to Phoenix – crew members David and Casey were on board and in the very back as passengers were loading. I walked towards them to try to get to the lavatory to just freshen my face and Casey noticed I was in distress. They both made my flight much more pleasant with listening ears and warm hugs. It was nice getting to know a little bit of the people we all take for granted. They could’ve just “did their job” and not care what’s about other peoples worlds, but it was nice to see AA redeem the bad reputation I’ve been hearing so much about and yes, has even one time experienced. I would fly AA again because it’s nice to know not all of AA members are a**holes. Thank you David and Casey 🙂",No,width: 20%,width: 20%,width: 20%,width: 0%,width: 0%
328,"April 10, 2016",1/10,Flew Premium Economy,Worst airlines I have ever taken and I fly frequently. Flight to destination had a 4 hour layover for a very close distance from FL to NY. On the way back to FL  flight was randomly changed and apparently I was no longer on my original flight. Went from my 7:30am flight to a noon flight with no explanation to why. Never taking American Airlines ever again.,No,width: 20%,width: 80%,width: 80%,width: 100%,width: 60%
329,"April 7, 2016",10/10,Flew Business,Worst flight experience ever in 40 years of flying. The staff is rude and aren’t empowered to do anything when flights are grounded due to their so called mechanical failures. Flight to Santiago Chili and back both had mechanical failures causing missed connections and 36 hours in airport both ways. When we contacted them when we got home we were given a few points on our frequent flier miles and a lame “I’m sorry”  “try us again” letter. It will be a cold day in hell before I fly them again unless I have to.  Of course at the rate they are going they won’t be in business very long!,Yes,width: 100%,width: 80%,width: 100%,width: 80%,width: 80%
330,"April 6, 2016",1/10,Flew Economy,"Worst experience I think I could have had. First flight late. Missed connector flight. Sit over 2 hours waiting for next flight. They throw me on the next flight all the way on the back of the plane? I was the one inconvenienced? So for that I move from seat 10 to seat 21. Ok, then arrive in Greenville to find out my bag isn’t here. Oh, sorry about that again. Do NOT fly with this company. I work for Cadillac and Mercedes Benz and we don’t handle or treat out clients anything like this. This is the first ever flight with American Airlines and will be the last!",No,width: 20%,width: 40%,width: 80%,width: 0%,width: 0%
331,"April 5, 2016",1/10,Flew Economy,"Worst experience ever. Was told my flight was cancelled due to a mechanical issue with a flight attendant chair being broken and we had to rebook. Tried rebooking was told the real issue with the flight was having a short crew.  While trying to rebook flight at midnight on 4/2 was told earliest flight was 4/4.  Then was told found something that would get me home 4/3 @ 11:30pm, 24 hrs after I should have been home. Had to call 4 times and give them a flight number I found off their website in order to get a flight that got me home @ 6:30pm 4/3.  Was hung up in by CS and was also not given hotel or food vouchers. Had to spend night in the hotel and didn’t get to sleep for over 40hrs. Worst experience ever. Filed formal complaint with them probably will never hear back from them. This the short version due to character limitations. I have also shared this experience with all my friends on FB.",No,width: 20%,width: 40%,width: 20%,width: 0%,width: 60%
332,"April 4, 2016",10/10,Flew Economy,"My husband, daughter and I travelled to LAX to and from Sydney recently.  We were extremely satisfied with the customer service of this airline right from the get go.  They were all friendly and very helpful.  We’ll definitely be flying with you again! : )",Yes,width: 100%,width: 80%,width: 100%,width: 100%,width: 80%
333,"April 3, 2016",1/10,Flew Economy,"The flight from st lucia to miami was delayed for 8 hours due to mechanical problems. Not enjoyable but understandable -what was unacceptable was americans treatment of all of the impacted passengers. We were either completely ignored for hours, or when the employees would talk to us we were lied to about when the flight will take off, the fact that there would be hotel accomodations (none after they said everyone would get one), they said ticket agents would be ready and waiting when we got to miami (no, wait an hour for the ticket booths to open and get in line behind everyone else). Every one of the employees was dismissive and rude",No,width: 40%,width: 60%,width: 20%,width: 60%,width: 40%
334,"April 3, 2016",1/10,Flew Premium Economy,"They suck. I can’t explain  what happened in the. Whole process due to the character limit. But, me and my sister had a flight booked but then the lady at the check in came up with all of these excuses as to why we couldn’t go on, such as,” Well, we can’t control Mother Nature “, and, ” You were here to late “, when the flight hadn’t even landed yet. Also, we came there two hours early, but, first they pushed the flight to 6:00 PM from 5:30 PM, then changed it to 7:00 PM, then again, pushed it back to 6:30 PM. So now I’m missing school on Monday, April 4th, 2016 just because of the flight, but my sister has a day off on Monday. So if you read this whole thing, you should probably choose another airline because, THEY SUCK.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
335,"March 30, 2016",10/10,Flew Economy,Flew American from Denver to Charlotte in February.  Seats had more legroom and width than any other domestic carrier I’ve flown in the last year.  Crew was friendly and helpful.  I’m thinking of switching to American whenever I can.,Yes,width: 80%,width: 100%,width: 100%,width: 0%,width: 60%
336,"March 27, 2016",1/10,Flew First,"Im not surprised to see such low ratings for American.  I paid for first class upgrade at check in for a flight March 26th. but should have saved my money. Service waa the slowest I’ve ever experienced in coach or 1st class. Took 45 minutes to get a drink and nuts, and i was in the 2nd row. Now today i go to check my bag and my seat has been relocated from row 7 to the back of the plane. Best they can do now is an exit row. Called American  to complain and nothing they can do. I fly often, and fly Alaska, Delta, and American. I’ll avoid American in the future. Alaska’s service and attitude of their employees blows American away, every day, every flight.",No,width: 20%,width: 80%,width: 20%,width: 0%,width: 60%
337,"March 27, 2016",1/10,Flew Economy,"Worst. Airline. Ever! So, I’ve been waiting for this day for a very very long time. I was so excited. I started packing 4 weeks in advanced!! And this morning, I woke up at 2:00 am and when we got to the airport, I thought it will be a smooth flight, but it turns out, MY FLIGHT WAS CANCELED TO PUERTO RICO! so I had to do a connection flight. From New York to st. Kitts to Puerto Rico, But then, MY PUERTO RICO CONNECTION FLIGHT WAS CANCELED TOO!! And I had to catch a cruise! And all the staff ignored us! Please don’t take American Airlines! Save your money!",No,width: 0%,width: 40%,width: 40%,width: 20%,width: 80%
338,"March 27, 2016",1/10,Flew Business,Paid for priority  boarding and upgraded seat. Did get a seat until after everyone boarder. Mived the gate 45 min. before the flight.,No,width: 20%,width: 40%,width: 20%,width: 60%,width: 60%
339,"March 26, 2016",1/10,Flew Business,"
Worst experience i have had flying",No,width: 0%,width: 0%,width: 20%,width: 0%,width: 0%
340,"March 25, 2016",1/10,Flew Economy,"Horrible customer service. Flew from El Paso to Pensacola via Dallas. Initial flight was cancelled, originally heard due to an attendant becoming sick. Was re-booked on the latest possible connection. Called customer service to have it rectified, and booked on an earlier connection. Thought the transaction was made, but when it became boarding time, I was unable to be manifested due to some type of error within the system. Ended up arriving to my destination 6.5 hours later than originally planned, due to their incompetence. While this isn’t huge in the grand scheme of things, I think as a paying customer I should be reimbursed with something other than an apology and hopes for continued business.",No,width: 20%,width: 0%,width: 20%,width: 0%,width: 0%
341,"March 25, 2016",1/10,Flew Economy,"Next time I’ll look to pay a few bucks extra, and use a different airline. I will also look to avoid using this airline as much as possible.",No,width: 20%,width: 40%,width: 20%,width: 20%,width: 20%
342,"March 24, 2016",1/10,Flew Economy,The customer service with this company is horrible. My first flight with them left on time and then arrived early but stayed on the runway for 15-20 mins after landing. Then I get to my connecting flight and they tell me they have given my seat away because I wasn’t there 5 mins AFTER they started boarding the flight. I was on time for my flight and got there before  my flight was suppose to take off and before their “10 minutes” before they are suppose to suppose the doors. When I got to their help desk they told me I would have to be put on stand by for the next 4 other flights along with 17 other people because there are no other seats available on any other flight. Then they have the nerve of trying to get me to pay $250+ more to get on another flight that wasn’t even close to my destination and with no word on of I would get stuck at the airport they would be sending me either. Now I am missing work for who knows how long because they don’t even follow what they have printed in their fine print on every ticket!,No,width: 20%,width: 0%,width: 20%,width: 0%,width: 0%
343,"March 20, 2016",1/10,Flew Economy,"American Airlines changed the size of the plane we are taking for our vacation. The new plane is smaller and now my family of 5 no longer has assigned seats, yet every one else on the plane has assigned seats and there are only random single seats available through out the plane. American’s response was that this happens sometimes and all we can do is go on the website daily to see if someone cancels their trip and we can take their seats. The kicker is that the airline rep said that since my kids are 6 yrs old and under when we get to the airport they will have to rearrange seating to allow us to board since the kids cannot sit by themselves. This is an absurd practice since it will only cause confusion and anger at the airport. American should be proactive and resolve this situation ahead of time. I will never fly American again and will be telling everyone I know about this.",No,width: 20%,width: 0%,width: 20%,width: 0%,width: 0%
344,"March 20, 2016",1/10,Flew Economy,Heartless.,No,width: 0%,width: 0%,width: 20%,width: 0%,width: 0%
345,"March 19, 2016",1/10,Flew Economy,"Went to book 2 adult tickets and add 1 lap child for travel from Oakland to Belize roundtrip online directly with American Airlines. By mistake,  added the lap infant as a seat infant instead but quickly went to remove the infant seat and purchase.",No,width: 0%,width: 0%,width: 20%,width: 0%,width: 0%
346,"March 19, 2016",1/10,Flew Economy,"At purchase the flight changed from $467 to $501. Called customer service, reservations agent could only quote the new price. Called IT help, the agent could only quote the new price. Spoke to reservations supervisor, same outcome. While on hold the ticket timed out so I was unable to place it on “hold” like the supervisor suggested. A screenshot of the transaction was not acceptable.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
347,"March 18, 2016",1/10,Flew Economy,"The staff was dry, not once did I feel like any of the 3 agents cared about my outcome or really wanted to assist me with a possible resolution. At 3 am pacific time, my only reason for contact was to attempt to get the sale price honored. I have a hard time believing that in 2016, the record of my search (under my AA advantage sign on) and almost complete purchase could not be found.",No,width: 20%,width: 0%,width: 0%,width: 0%,width: 0%
348,"March 15, 2016",10/10,Flew Economy,They absolutely stink for customer service.  So sick and my flight doesn’t leave till 10. They have a seat available on a flight leaving at 4 30 but refused to transfer my luggage.  They have 7 hours to transfer.  I have never had a good experience with this airline. They make travel brutal. Never again,Yes,width: 100%,width: 60%,width: 100%,width: 100%,width: 100%
349,"March 14, 2016",5/10,Flew Business,"Never book with American Airlines. They have some of the worst policies I have ever encountered. I had a round trip flight booked, but due to unforeseen circumstances I ended up only needed to take the returning flight. Yet, to only take the returning flight and cancel the departing flight it would cost me 500 DOLLARS between the cancellation fees and change fees. Furthermore, if I cancelled both flights they would credit my account; yet, to access that credit it would cost me and additional 200 DOLLARS out of pocket to change flights. Lastly, if I were to simply not show up for my departing flight in hopes of only taking the return flight, that would void my return flight entirely. Overall, booking with American Airlines has proved to be a horrible experience as their policies are unfair, unbudging, and unhelpful to the customer. Do not book with them if you hope to have a positive experience.",No,width: 80%,width: 100%,width: 40%,width: 100%,width: 40%
350,"March 13, 2016",1/10,Flew First,"Connecting Flight cancellation.  Full fare first class seat sold out from under me with no notification, even though i was at the gate 3 hours prior to boarding. No assistance rebooking cancelled connecting flight.  Lost bags routed to 3 different airports.",No,width: 20%,width: 60%,width: 40%,width: 0%,width: 40%
351,"March 13, 2016",10/10,Flew Economy,"My flight was the best flight I have ever had.  Flight attendant CJ was the most helpful, professional, nice person I have ever encountered on an airplane. Thank you CJ for making my flight experience the best!  And you were right that Walgreens is everything!!",Yes,width: 100%,width: 80%,width: 100%,width: 60%,width: 100%
352,"March 11, 2016",1/10,Flew Economy,"
Flight #1263 JFK-Las Vegas.  Please recognize CJ for her excellent customer service and for going above and beyond!!! She made me love AA !!!",No,width: 20%,width: 60%,width: 0%,width: 60%,width: 60%
353,"March 10, 2016",10/10,Flew Economy,"Took 18 hours to get from Dallas to Cleveland, normally a 2 1/2 hour flight",Yes,width: 100%,width: 80%,width: 100%,width: 40%,width: 100%
354,"March 9, 2016",1/10,Flew Economy,"I lost my wallet (with my corporate credit card in it) on a flight from Savannah International to JFK. Three days later, I received a message on my work’s 800 number from an AA rep who said he had my wallet. He also requested me on LinkedIn. He had read my company’s name on the credit card and sought me out with that. He kept it at the ticket counter and I was able to express Fedex it back to Philadelphia where I work. He was polite and welcoming the entire time! Also, I bought my round-trip plane ticket to Savannah about a week in advance and it was still pretty cheap. Very satisfied.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
355,"March 8, 2016",1/10,Flew Economy,"Don’t ever fly AMERICAN AIRLINES. They cancel your next day flights and wait until late at night after you’re in bed asleep to let you know. Then the flight you’re rebooked on shows up late…therefore missing your connecting flights; then you get rebooked for the next day missing whatever event you were supposed to attend that day. So, you go to the terminal bright and REALLY EARLY to catch your rebooked flight…the counter-workers get to work late or not in time to make the two hour prior rule (once again especially when they tell you to be there TWO hours prior) and you only have 45 minutes left to get through security and catch your plane. Then…when you get ready to board they double book seats and now you have to wait again for the next flight; therefore missing all your connecting flights. Then…after you FINALLY get a flight…your flight attendants act like prison guards. Of course, your flight arrives with less than 20 minutes to catch your next flight so you have to run like a sprinter to hopefully catch your next flight. American Airlines you truly have issues!",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 0%
356,"March 8, 2016",1/10,Flew Economy,"Absolute worse airline ever. I will never fly with them. Every time that I have flown with them my flights have been delayed for hours and hours and all workers either know nothing about the situation or they are wishy washy with their answer. I do not recommend flying with this airline. The only thing good about them is their pilots are always friendly, besides that, nothing good.",No,width: 40%,width: 60%,width: 80%,width: 40%,width: 60%
357,"March 7, 2016",3/10,Flew Economy,"There is no doubt that american carriers in general lag behind their European, Middle Eastern and Asian counterparts in anything from service, equipment to entertainment.",No,width: 40%,width: 60%,width: 60%,width: 20%,width: 40%
358,"March 7, 2016",1/10,Flew Economy,"On my recent flight on AA it came to a new low at least as far as entertainment is concerned. The available selection and more so the interface is something I would have expected to see in a DC-10, but certainly not on a B777. The movie selection was minuscule, even compared to carriers such as United.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
359,"March 2, 2016",4/10,Flew Economy,"
The New release selection was comprised of a handful of features and most of them weren’t even that new. The oddest thing and the main reason I compare it to DC10 technology is that the features are not “on demand” they have a cycle and you have to either watch what is in progress or wait for the next feature to start. I honestly haven’t seen this since this since the DC10 era.",No,width: 60%,width: 60%,width: 80%,width: 0%,width: 80%
360,"March 2, 2016",1/10,Flew Economy,"My husband and I booked our honeymoon trip from NYC to Maui 8 months in advance. At the airport, we realized that they didn’t have us sitting together. We asked multiple people to help us fix this and all of them were rude and blew us off. The plane was ridiculously small for our first flight (a 6 hour flight), my backpack/carryon wouldn’t fit in the overhead bin OR under my seat (bc I was flying on a gum pack with wings) so I spent all 6 hrs on the opposite end of the plane as my husband with my feet on top of my bag and my knees crammed into the seat behind me. All together with our honeymoon trip, we took 4 separate 5+ hr flights with AA. On 2 of them,they did not have us sitting together, 2 of them there was NO space for any of our carryon bags (we had 2 backpacks, that’s it), and on all of them, there was no complimentary food available and next to zero food available for purchase (their “limited” selection left passengers and attendants practically auctioning off remaining bags of pretzels). Since then, I have heard one horror story after another from so many people on their AA experience.  I’ve flown AA for years and have seen their steady decline. After this trip, I’m DONE.",No,width: 20%,width: 40%,width: 20%,width: 60%,width: 20%
361,"March 1, 2016",2/10,Flew Economy,I fly AA from PHL to DFW weekly and very disappointed.  Flights are always jammed full and seats are extremely uncomfortable.  The seats are getting smaller and most do not recline whatsoever resulting in neck and back pain.   Most window & aisle seats forward of the wing are considered premium seats and cost $20-$50 extra.   Overhead compartments are very limited and groups 3&4 almost always have to check their bags.,No,width: 40%,width: 20%,width: 60%,width: 20%,width: 60%
362,"February 24, 2016",1/10,Flew Economy,"I used to fly USAIR PHL to SJU weekly.  What a huge difference in value received between USAIR and AA.   For most part, USAIR flights were comfortable and something to look forward to.  We, the flying public lost out when AA took over USAIR.",No,width: 20%,width: 40%,width: 40%,width: 40%,width: 20%
363,"February 22, 2016",3/10,Flew Economy,"Absolute WORST airline in the industry. American airlines does NOT care about their customers in the least.  Once you book a flight with them and they get your money, than you can just forget about receiving ANY customer service after that.  American states in LARGE print they want their customers to be satisfied with their experience flying with American, but that simply is NOT true. Upon writing to American (several times) to work out a resolution to an issue that American was 100% responsible for, American only responded with an automated ‘cut and paste’ e-mail with generic babble  that they filter out to all customers who have been decieved by American.  You can forget about calling them as they make it so you can’t call to resolve issues, but it’s only through pony express or an e-mail which you will only receive the typical ‘cut and paste response basically stating, ‘tough luck” –   After a record breaking profit of 3.3 BILLION dollars that American profited the last quarter of 2015, they STILL refuse to compensate their customers for an error on their behalf.  The worst airline in the industry is an UNDERstatement and thee most unethical I’ve EVER witnessed in my lifetime.",No,width: 40%,width: 20%,width: 60%,width: 40%,width: 40%
364,"February 20, 2016",1/10,Flew Economy,The aircrafts are REALLY OLD and the milege program is THE WORST IN THE WORLD,No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
365,"February 20, 2016",1/10,Flew Economy,"Horrible! Rude staff.  On boarding our flight, my cousin was helping me with my carry on bag, when we were rudely separated at the front of the plane and told that my cousin could go ahead but I must wait for the passengers at the pointy end to be served beverages.  OK I am aware that those who can afford the extra cost to sit up front, probably deserve priority, but it doesn’t mean that those of use who fly cattle class, deserve to be treated as cattle.  When I made it to the row of our seats, I asked my cousin to stand up and put my small bag into the overhead locker.  The very rude flight attendant then yelled, yes yelled, at me to sit down and allow others to proceed to their seats.  She was clearly aware of what caused the delay in getting to my seat.  Appalling, totally appalling.  Qantas, you made a mistake when you partnered with American Airlines.",No,width: 20%,width: 20%,width: 20%,width: 0%,width: 0%
366,"February 19, 2016",1/10,Flew Economy,My flight was delayed in Toronto. I therefore missed my connecting flight to Atlanta. No member of staff appeared to care that this misfortune was not my fault but the fault of the airline. I asked for nothing. Simply for staff to show in some way that they cared. It could of taken the form of a concerned question. Or maybe a beverage whilst you wait etc. I will by all means avoid using American in all my future trips. The market is too competitive for this complacency.,No,width: 20%,width: 100%,width: 20%,width: 100%,width: 100%
367,"February 19, 2016",1/10,Flew Economy,I was to depart today at 10 AM. Flight was delayed told us mechanical problem..new departure time 5 PM.  But first we had to go to a different gate 12 gates away. But then that was in the steak so after we went 12 gates away they told us to go back to the original gate. Handed out lunch vouchers to use at airport for lunch.  One person handing them out to 300 people. Stood in line for one hour to get a $12 Voucher.  Now sitting on the plane at 5:40 PM. Plane has still not taken off. Apparently they can’t find the copilot. This airline is composed the the biggest bunch of incompetent individuals who do not have ANY sense of urgency it a clue about customer service. I will never take this airline again !!!,No,width: 20%,width: 60%,width: 20%,width: 0%,width: 60%
368,"February 19, 2016",1/10,Flew Economy,"Rude, unhelpful staff. My flight was delayed til morning and they did not offer me a hotel. They said “all our hotels are booked. If you get one, you can send your receipt in for up to $75 refund” Really?? I ended up sleeping in the airport until morning, when my flight was delayed again for a short time. No one communicated with me properly, and I did not feel that American cared at all. I will not be flying with American again.",No,width: 20%,width: 60%,width: 40%,width: 0%,width: 60%
369,"February 18, 2016",1/10,Flew First,"Never! I repeat, NEVER, fly with AA! Three of my flights had “small” maintenance problems which led to a 2 hour delay on 1 flight, a 3 hour delay on the second flight, and a 4 hour delay and then cancellation on my last flight. Not only are the American Eagle jets constantly breaking, but the employees leave you in the dark for the entire duration of the delay. They wont inform you on what is going on and they constantly tell you its going to be “about 15 more minutes.” They give you a voucher for a pos hotel and dont tell you that the shuttle to the hotel is closed after a certain time (1:30am). If you can help it, I would highly reccommend flying with anyone but AA.",No,width: 20%,width: 60%,width: 40%,width: 40%,width: 20%
370,"February 18, 2016",1/10,Flew Economy,"I was on flight 0770 and the flight was delayed so we missed our next flight and were stuck innthe aiport in Philly ALL DAY. The staff was absolutley horrid; I would NEVER reccomend this to ANYONE. if there was a zero rating, they’d recieve it. The flight attendents told some parents that if they got a handle on their kids lives, maybe their kids would be a little better bahaved when the kids were not doing anything extreme. Horrible flight, horrible attendents.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
371,"February 17, 2016",1/10,Flew Economy,"The worst experience in my life, I was offered $50 voucher toward my next trip. It is absurd since the company caused me over $200 and precious time. I will NEVER travel using American Airlines for the rest of my life.",No,width: 40%,width: 80%,width: 20%,width: 80%,width: 20%
372,"February 16, 2016",1/10,Flew Economy,This is the most horrifying and terrible airline ever. This was my very first time flying and it was a terrible trip there and back. I was scheduled to leave on a Friday at 7:59 pm from Jacksonville Florida to  and arrive in Charlotte North Carolina at 9:23 pm…however my flight was extremely late and arrived later…when I finally got to North Carolina my flight from North Carolina to Baton Rouge was cancelled. I had to stay overnight in North Carolina and I missed a very important event that I was scheduled to attend. I finally got to Louisiana the next day. When I was departing from Baton Rouge my flight again was extremely late leaving and while we were still in the air my flight from North Carolina back to Jacksonville Florida departed which resulted in me staying over night again in North Carolina. American Airlines will never get my business again and I will not recommend this airline to anyone. It is terrible.,No,width: 20%,width: 20%,width: 20%,width: 20%,width: 0%
373,"February 16, 2016",1/10,Flew Economy,0 accountability on flights.  My flight was cancelled due to “weather” yet no other airline had cancellations flying to same destination.  They will not reimburse for ANY expenses you incur due to your flight being cancelled.,No,width: 20%,width: 60%,width: 20%,width: 0%,width: 60%
374,"February 15, 2016",2/10,Flew Economy,Flights were on time but the staff were rude on both flights. Not helpful at all,No,width: 60%,width: 60%,width: 20%,width: 20%,width: 60%
375,"February 15, 2016",1/10,Flew Economy,"If there was a “0 star” rating i would give it. My flight was delayed and i was not compensated. The support staff was lazy and more interested in gossiping than helping customers with schedule changes. The attendent had not a shred of humility or courtesy, barking at customers to fasten their seat belts without so much as a “please”. Seats are tiny and dirty. To AA: Hire service staff that understands what “serving” means. Clean your planes. And offer compensation on ALL DELAYS. Be more like Cathay Pacific.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
376,"February 7, 2016",3/10,Flew Economy,Is quite possibly the worst Airline you  can be stuck with. I say “stuck”,No,width: 20%,width: 0%,width: 20%,width: 0%,width: 0%
377,"February 6, 2016",1/10,Flew Economy,"
because I don’t believe anyone should ever voluntarily choose American Airlines. I was told that I would not be charged for my change of flight by one individual and after I was hung up on I called by to the worst customer service I have experienced in a long time. I was given a estimate of $425 for a one way where other airlines had the same flight for $150. This is why the airline is suffering.",No,width: 40%,width: 20%,width: 60%,width: 20%,width: 40%
378,"February 6, 2016",2/10,Flew Economy,"Completely unacceptable. Every time I fly American Airlines, there are more problems than I can count. I fly all over the world with various airlines and never have experienced what I do with AA. My last flight, which I had booked 5 months in advance to visit home over Christmas holidays (Madrid > NYC > Charlotte and return) was quite bad. I was moved seats from the window to the middle with no other choice, the TV’s did not work so no flight entertainment, and bad customer service. I leave AA as my last option when booking flights and this is why.",No,width: 20%,width: 80%,width: 20%,width: 0%,width: 0%
379,"February 6, 2016",1/10,Flew Economy,"If I were to design a customer service platform that had the mission of making every person flying my airline to be pissed off BEFORE boarding the plane, I would copy the AA CS model. Seriously, the worst airline I have ever flown. This is compared to budget travel airlines in Southeast Asia. Your CS rep are the most rude individuals I have ever dealt with in travel. It would be a 0 if JAL didn’t kick your ass on their flight service.",Yes,width: 60%,width: 0%,width: 0%,width: 0%,width: 0%
380,"February 5, 2016",1/10,Flew Economy,They refunded my ticket due to winter storm. They cancelled the flight. They will not refund my seat upgrade. $42.80. 5 phone calls 2 emails. No refund.,No,width: 0%,width: 0%,width: 0%,width: 0%,width: 0%
381,"February 4, 2016",1/10,Flew Premium Economy,"Worst service- unacceptable- DO NOT FLY WITH THEM IF YOU DO NOT HAVE TO!! Our flights had a schedule change and we were not notified. In addition when they rebooked us onto another flight 6+ hrs later they did not give us priority boarding/preferred seats which we paid for when we made our reservations. Reservation agents were rude and condescending, the airport ticking reps REFUSED to check us in, we pushed from person to person- even after demanding a supervisor 3 times. Management never returned the call as directed they would. Due to the schedule change our connection flight was changed and we were given less than 40 min to land, taxi, change terminals and board before our next flight was to depart. Customer relations answered the complaint with a generic email response stating they were sorry for the inconvenience and hoped we would fly with them in the future, and then followed it up with a phone call that told me there is nothing they can do about the experience, service, lack of products received and to go back online and file a new complaint about the complaint.",No,width: 20%,width: 80%,width: 20%,width: 0%,width: 0%
382,"February 4, 2016",1/10,Flew Economy,My husband and I paid $311 extra for our seats to and from Honolulu for our dream vacation.  These fees were so that we could sit together for the flights and for extra leg room.  We never got the extra leg room on any of the 4 flights and had to argue with the counter people to even get to sit together.,No,width: 20%,width: 20%,width: 20%,width: 0%,width: 60%
383,"February 1, 2016",5/10,Flew Premium Economy,"
For example, when checking in with AA mobile app (which doesn’t work well) for our flight from Honolulu to Phoenix, the app showed our assigned seats as being available for an extra fee (which we had already paid).  We were then assigned standard seats (no leg room) and 6 rows apart.  Finally, we got a counter agent to at least sit us together for the flight but we were told that this was a “different plane so seats were different”.  If this was even true,  isn’t it good business to take care of those that paid extra for better seats and then assign remaining standard fare seats?  It appears that American charges at LEAST double for this bait and switch. Who knows how many “extra” fees they charged for special seating and then assigned standard seats? We know for a fact that they did so on the HNL to PHX flight, as we spoke to the people occupying our originally assigned seats.",No,width: 60%,width: 60%,width: 80%,width: 80%,width: 80%
384,"January 31, 2016",2/10,Flew Economy,"I fly frequently from Maui to Phoenix on American’s (US Air’s) direct flight. Its always the same plane, easily identifiable by the condition of the plane. It looks like East German Surplus. Every surface looks like a mix of faded layers of paint, caulking, dirt adhesive, etc. You can see signs of repairs all over the plane’s interior and exterior. While going to the bathroom the service door behind the seat often falls open. Not very confidence inspiring.",No,width: 40%,width: 20%,width: 60%,width: 40%,width: 20%
385,"January 28, 2016",1/10,Flew Premium Economy,"Employees are rude and disorganized. After seeing all the bad reviews i realized i experienced the same crappy customer service as the rest of the people here. I dont give bad reviews unless the company is terrible, and AA is a terrible, dysfunctional, and unapreciative company. If your used to good customer service and like to feel wanted try southwest airlines, now thats a great company. First and last time flying AA. Not worth paying a couple of hundred dollars less for a terrible customer experience.",No,width: 20%,width: 60%,width: 20%,width: 40%,width: 40%
386,"January 28, 2016",2/10,Flew Economy,"One checked bag = $25.00 (up to 50 lbs.) Additional bag = $35.00 (up to 50 lbs). So, essentially two bags equaling up to 100 lbs. would cost $60.00. Okay, so I checked in one bag totaling 75 lbs and it cost me $25.00 (for the initial bag charge) plus an ADDITIONAL $125.00 for the extra weight in one bag so I paid an extra $90.00 for not splitting up my bags. What a joke! $150.00 to check in one bag….when I could have checked in two bags with 25 extra pounds and paid $60.00. No wonder American Airlines gets such poor reviews. I’ve never flown with them before and now I’m thankful I haven’t. Oh well, Lots of other airlines to choose from. Lesson learned. Unfortunately that lesson cost $90.00, but I guess future business that American Airlines won’t get in the future will probably cost them a lot more.",No,width: 20%,width: 0%,width: 40%,width: 0%,width: 0%
387,"January 26, 2016",1/10,Flew Economy,EDITORS COMMENT: Majority of airlines operate like this and i hope many people read this review and learn before they too get charged these expensive and hard to understand charges.,No,width: 0%,width: 40%,width: 20%,width: 0%,width: 0%
388,"January 26, 2016",1/10,Flew Economy,"I flew into O’Hare to get a connection to Philly. The Philly flight was to leave at 4:25. It was pushed to 5:45. Since I had sat for three hours from LAX to O’Hare, I figured I’d walk up and down the corridor constantly checking flight information. The ticket stated to be at the gate to board 30 minutes before and would close ten minutes prior to departure. The time was never changed. I arrived to the gate at 5:25 and I was told it was already full, closed and leaving. I asked why, since I was there within the boarding time, and they said flights can leave early without notice. Apparently you are notified of a delay but not if it’s going early. So now I’m on standby in hopes of getting home. United apparently has a reciprocal relationship with AA and I was switched from United to AA because of the storm. The professionalism and courtesy of the ladies I spoke with were extremely poor and I will let United know about this experience. I am very unsatisfied with AA and hope to avoid their services going forward.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
389,"January 25, 2016",1/10,Flew First,"These scoundrels would rather hold onto a disabled person’s $52 than handle a customer service query with any sort of professional dignity. Calling me back four weeks after I made the complaint is bad enough, but immediately ‘informing’ me that you were not in the wrong is completely unacceptable. I broke my leg shortly after booking a flight with AA so called Reservations to request upgraded seats. They made me pay $52 for seats on both connecting flights, but ultimately I only received an ‘upgrade’ on the first flight. Even then, there was no actual legroom, they just stuck me on the front row where I could be kicked by the flight attendant the entire flight. On the second flight I was completely ignored and not given what I paid for. Telling me there’s no record on the account that I was injured is an outrageous lie by an evil corporation. This is one of my first ever experiences of an American company, and it really makes me question American integrity to be honest.",No,width: 20%,width: 0%,width: 20%,width: 0%,width: 0%
